latitude,longitude,stars,review_count,is_open,is_chain,RestaurantsPriceRange2,Num_of_attributes_shared,RestaurantsTakeOut_True,RestaurantsTakeOut_False,RestaurantsDelivery_True,RestaurantsDelivery_False,OutdoorSeating_True,OutdoorSeating_False,RestaurantsReservations_True,RestaurantsReservations_False,RestaurantsGoodForGroups_True,RestaurantsGoodForGroups_False,GoodForKids_True,GoodForKids_False,Japanese,Nightlife,Coffee & Tea,Bars,Sandwiches,Breakfast & Brunch,Cafes,Chinese,Sushi Bars,Canadian (New),Pizza,Fast Food,Burgers,Specialty Food,Seafood,Italian,Bakeries,Vietnamese,American (Traditional),American (New),Asian Fusion,Desserts,Vegetarian,Mediterranean,Indian,repeat_users,age,reviews_per_week,reactions_per_week,sentiment_score,review_length,user_stars,similar_restaurants_density,all_restaurants_density,relative_reviews_count,relative_reviews_per_week,relative_stars,relative_user_stars,relative_repeat_users,relative_price
49.2646132026,-123.1151062614,4.0,20,0,1,1,20,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.2986301369863014,0.29535864978902954,0.42827004219409287,0.8755649999999999,57.0,4.0,7.0,269.0,-0.49560787292658726,0.2693958973287467,0.7939242291609888,0.391071548425787,-0.6068291653243977,-1.4775190844830404
49.2880371,-123.1404237,3.5,24,0,0,1,16,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,5.572602739726028,0.08947885939036382,0.17895771878072764,0.70655,96.42307692307692,3.0,13.0,419.0,-0.4311841017450183,-0.7395947972489871,-0.10895147830605503,-0.9743620388554176,-0.03594945066780414,-1.5457356889801805
49.249668,-123.0899331,4.5,31,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.7232876712328767,1.1370558375634519,1.8121827411167513,0.9155624999999998,142.15625,5.0,24.0,198.0,-0.4584864978327357,2.88314766486265,1.402523428842522,1.4766889098693794,-0.41941405182821295,0.4617507407237373
49.2888783,-123.1320526,3.5,88,0,0,2,18,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.468493150684932,0.19241898148148148,0.3159722222222222,0.5802357894736843,91.6842105263158,4.0,39.0,634.0,0.026242640975110625,-0.3846791631519472,-0.03024628111098004,0.2975298186013277,1.0630216112238402,0.23852453896694897
49.2812505,-123.1321459,2.5,9,0,0,2,9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.5287671232876714,0.06825568797399784,0.16684723726977246,0.3752111111111111,168.11111111111111,2.0,112.0,843.0,-0.587376559918348,-0.7454996810118375,-1.5961586257238876,-2.0276436461011556,-0.5955102575199863,0.30121532487417935
49.2862516,-123.1279031,4.0,75,1,0,2,15,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.1534246575342464,0.48987108655616945,0.5156537753222836,0.6496157894736844,80.07894736842105,4.0,24.0,1042.0,-0.04361042862154185,0.5604912887979187,0.8011553710162249,0.38177808489675974,-0.32676174859837387,0.3288422733602859
49.2827658,-123.1155009,3.5,11,0,0,2,13,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5424657534246575,0.13676731793960922,0.1492007104795737,0.7013818181818182,134.0909090909091,3.0,118.0,1075.0,-0.49545004202394577,-0.4392939963431332,0.06119850647776975,-0.701597486106942,-0.5539093466179827,0.290846686170231
49.2814273326,-123.1237540472,3.5,243,1,1,2,27,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,12.498630136986302,0.38542131074453856,0.4790459206419973,0.7521400809716595,114.40485829959515,4.0,28.0,1162.0,1.0937140752874455,0.22549826783894175,0.06929084797142876,0.4212854723089623,0.37537389056508974,0.33124119614005426
49.326665,-123.139396,4.5,11,1,0,2,14,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.197260273972603,0.050524934383202096,0.09186351706036745,0.7648454545454547,73.45454545454545,5.0,3.0,26.0,-0.560343908423786,-0.623336937133691,1.6459693244604676,1.629603698710187,-0.7991073227594496,-0.11396057645963754
49.2364522,-123.0652317,4.0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,4.331506849315068,0.023194168323392973,0.046388336646785946,0.4114999999999999,51.4,5.0,28.0,102.0,-0.7676689885245985,-0.9446921602704567,0.6153770339353113,1.5616462081248461,-0.702686715901279,0.6778343894045649
49.2890739,-123.1312781,3.5,7,1,1,2,16,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6657534246575343,0.14,0.24,0.7070571428571428,108.14285714285714,4.0,16.0,649.0,-0.5752992530501617,-0.5363045413890298,-0.0320351586398893,0.29558425969235025,-0.5694504659783342,0.23723030383194524
49.2709727,-123.1552829,3.5,270,1,0,2,18,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0,9.241095890410959,0.5949367088607594,1.8459915611814346,0.7409617021276597,144.63829787234042,4.0,1.0,210.0,2.13902181913604,1.321450061273587,-0.1928043373931494,0.1614542468466201,2.488023622613153,0.05825046626564315
49.2559752144,-123.1849636221,4.0,55,1,0,2,16,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.950684931506849,0.1478167501789549,0.2705798138869005,0.7832355932203389,88.40677966101696,5.0,12.0,46.0,0.0017216777989039502,-0.15043524197802316,0.4513064486667606,1.3703242517014589,1.0719789544156872,0.2132007163556103
49.2543122,-123.0850536,4.0,5,0,0,1,9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.1506849315068493,0.08333333333333333,0.25,0.96154,164.6,4.0,21.0,130.0,-0.6380413706157315,-0.6277435267989468,0.49005397673760115,0.1492664457329785,-0.5208049778344184,-1.383080949515578
49.283717,-123.106238,3.0,248,1,0,2,19,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12.43013698630137,0.4289834174477289,0.730112953616919,0.6012015686274514,104.41568627450981,3.0,119.0,701.0,0.8405388077264581,0.24991481215453568,-0.7813089256285073,-0.7689670236876643,0.9268462765904312,0.38752045634435794
49.2741783,-123.0695465,3.0,13,0,0,1,17,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.2082191780821918,0.2222222222222222,0.15873015873015872,0.7483642857142858,80.85714285714286,3.5,8.0,181.0,-0.6372337842033547,-0.007891713876467707,-0.981628770510628,-0.5020299518465361,-0.3944868004470275,-1.292198608041707
49.2821525,-123.1338757,3.0,17,0,0,2,12,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.197260273972603,0.07767624020887728,0.260443864229765,0.6234470588235296,121.52941176470588,3.0,76.0,781.0,-0.5018820800883766,-0.7100092436434959,-0.7813130016545242,-0.8312930709613153,-0.5738272036379832,0.3414052514756876
49.28874,-123.130575,3.0,30,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2.835616438356164,0.24519774011299433,0.20564971751412428,0.4858387096774194,123.12903225806451,3.0,48.0,697.0,-0.40905598148773703,-0.22647878080626682,-0.839189162157947,-0.8587977233822492,-0.34186011957208096,0.24299482444172188
49.2907823,-123.127017,2.5,19,1,0,1,10,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,11.643835616438356,0.034465780403742,0.044805514524864594,0.49885,99.95,2.5,61.0,561.0,-0.48527446090245124,-0.8014889732269999,-1.5783465964316854,-1.382252520107996,-0.3274286512291509,-1.3354980516165345
49.2826418,-123.1151179,4.0,182,1,0,2,19,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.572602739726028,1.0084745762711864,1.6070878274268106,0.7250844919786098,110.45454545454545,4.0,77.0,1062.0,0.5208142330160372,1.6742739404408076,0.8145670763231716,0.426374052207837,0.5250312726002428,0.28853123817467724
49.2657543115,-123.2494298885,3.0,9,0,0,2,19,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.2547945205479452,0.6774193548387096,1.8064516129032258,0.9085000000000001,206.11111111111111,3.0,4.0,75.0,-0.5935945657886732,5.45490497203638,0.0,-0.006485580747658026,-0.5466081666101212,1.0690449676496978
49.2504140595,-123.0340500176,3.0,40,1,0,2,18,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.238356164383561,0.20297029702970298,0.2376237623762376,0.7193341463414634,113.14634146341463,3.0,2.0,15.0,-0.415406492397264,-0.268921110226886,-1.0051414220648336,-1.0890815647638703,-0.4435889702683701,0.2672612419124243
49.262051385,-123.0333554731,3.0,10,0,0,1,16,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6931506849315069,0.27667984189723316,0.38735177865612647,0.6736899999999999,142.5,3.0,1.0,27.0,-0.7151971466237173,1.2930635329672513,-0.31727835949576855,-0.28929077857537133,-0.6071767407189163,-1.2060453783110545
49.2789617,-123.1237552,4.0,111,1,0,2,24,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.56986301369863,0.2018181818181818,0.3490909090909091,0.7683810810810814,105.77477477477477,4.0,196.0,1040.0,0.19951402307903482,-0.26739791950206415,0.8513344653531228,0.42532694227976964,-0.5781902415089204,0.3133914339315474
49.2910041,-123.1364158,5.0,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5753424657534246,0.43333333333333335,0.43333333333333335,0.9454153846153847,99.76923076923077,5.0,9.0,396.0,-0.5257370737741253,0.26303819684471996,2.317666562757379,1.4411521838636145,-0.5811393650692022,0.29649972666444036
49.2631736,-123.1125426,3.0,188,0,1,1,17,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,8.128767123287671,0.46006066734074824,0.8281092012133469,0.6334384615384615,115.76923076923077,3.0,15.0,357.0,1.4129408288166632,0.7658896452453696,-0.7586369504546082,-0.8258593694572998,1.3633456408765103,-1.5175421507236098
49.2334472,-123.0353403,3.5,29,0,0,2,16,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,7.594520547945206,0.08838383838383838,0.14898989898989898,0.6060742857142859,97.88571428571429,4.0,7.0,102.0,-0.2438552863242965,-0.5694697006189616,0.1579758264713439,0.5248966973380903,2.2242538949547908,0.6218576594691773
49.2808066,-123.085638,5.0,27,1,0,2,17,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.495890410958904,0.23304562268803944,0.4919852034525277,0.8483703703703703,117.74074074074075,5.0,1.0,98.0,-0.29430348733393885,-0.11921074846699586,1.752089161811094,1.237596691018626,-0.4935473977739212,0.35557950110937986
49.2639064,-123.1151321,2.5,157,0,1,2,25,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,10.531506849315068,0.29682622268470343,0.29136316337148804,0.44803865030674855,148.24539877300614,3.0,11.0,279.0,1.1412518672676983,0.2664226439421353,-1.462211404475639,-0.7661205703226243,1.1520245255710362,0.5465787400031964
49.2810287,-123.0536917,4.5,21,1,0,1,15,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.326027397260274,0.17883211678832117,0.2384428223844282,0.8983428571428572,86.80952380952381,5.0,10.0,91.0,-0.5240002285917933,-0.06292214092975587,1.325146443449678,1.2646666894771659,-0.791148552087291,-1.156552929570922
49.249656,-123.0899331,3.0,10,0,0,2,15,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.682191780821919,0.024297885768381194,0.037551278005680026,0.7104,105.0,3.0,35.0,198.0,-0.6617260349317245,-0.8792675985827733,-1.0052769085345246,-1.0438662983559406,-0.41941405182821295,0.4617507407237373
49.2636455299,-123.1579183829,4.0,65,1,0,2,18,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.353424657534247,0.26907857546636516,0.35217637083097797,0.7955632352941174,92.3529411764706,4.0,17.0,237.0,-4.824150156015909e-05,0.12470933862519949,0.5999005349427938,0.09984526728297761,0.2475868892682086,0.08633893119515189
49.2343601354,-123.1533913129,3.5,90,1,0,2,19,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,11.673972602739726,0.15775593382881803,0.39271157995684486,0.658990425531915,125.13829787234043,4.0,2.0,83.0,0.9089746413289517,-0.1390724045593025,0.1834010371008937,0.615601794252872,0.9180554453788834,0.3885891671573585
49.2574073,-123.1269061,4.0,14,1,0,2,13,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2.8219178082191783,0.10675381263616558,0.144880174291939,0.78095,79.85714285714286,4.0,7.0,232.0,-0.5707013957253678,-0.4513904121737176,0.8964521243331112,0.4299725542017408,-0.5396376688119224,0.25670732189008494
49.2680022,-123.143203,3.5,18,0,0,1,14,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.863013698630137,0.07492957746478873,0.18929577464788733,0.8202105263157894,137.89473684210526,4.0,31.0,338.0,-0.5290488902887527,-0.6633578054878694,-0.04635196479945605,0.30909032855006463,-0.31465280958156605,-1.5543583134829253
49.2750092,-123.1220016,3.5,19,0,0,1,11,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.147945205479452,0.08784676354029063,0.1988110964332893,0.6751631578947368,140.10526315789474,4.0,65.0,700.0,-0.4507663232092345,-0.5859748136509905,0.046619610364248436,0.40283429535178833,-0.5812403177356568,-1.2216565292778687
49.2827182,-123.123884,3.5,10,1,0,3,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.178082191780822,0.024196335983408226,0.014517801590044937,0.79288,110.7,4.0,204.0,1183.0,-0.5037227428433944,-0.755856437269827,0.06313974906430625,0.4139016521415459,-0.5684841389050216,1.8741426540433557
49.2804064,-123.1069714,3.0,6,1,0,2,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.791780821917808,0.10218978102189781,0.10218978102189781,0.4106833333333333,49.166666666666664,3.0,27.0,716.0,-0.4976005499145502,-0.5022892747257828,-0.778834403156307,-0.7775556020136023,-0.5489863544376655,0.4019192067845848
49.2317446498,-123.1176267451,1.5,8,0,0,2,7,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.3123287671232875,0.035578144853875476,0.017789072426937738,-0.1272625,70.875,2.0,9.0,33.0,-0.587600946123801,-0.479784688132632,-2.1271781490575847,-1.1823509758149198,-0.6660268098471335,0.672926584910453
49.287383,-123.141361,3.0,8,1,0,2,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.745205479452055,0.36363636363636365,0.6818181818181818,0.5958,158.875,4.0,3.0,392.0,-0.558319188700292,0.08447274844718537,-0.9391156185665772,0.19610935438378815,-0.5885479547542064,0.32716515254078804
49.2694847203,-123.1387352943,4.0,213,1,0,2,20,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,12.58904109589041,0.33267326732673264,0.844004400440044,0.7315222222222223,134.50925925925927,4.0,1.0,299.0,1.3922181682958619,0.42153337248241063,0.7753921449987323,0.341011314789054,0.18451357070848867,0.15833997542563763
49.3107068,-123.0817305,4.5,67,1,0,1,17,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,12.32876712328767,0.11632142044161166,0.09720009105394947,0.8414164383561642,73.15068493150685,5.0,9.0,98.0,0.5527246731292975,-0.3299244079623619,1.3128293843323326,1.0933420542254886,1.900731952403394,-1.7284541803352582
49.2883646913,-123.1401131693,3.0,18,0,0,1,10,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.838356164383562,0.07927519818799547,0.11891279728199321,0.610355,91.4,3.5,40.0,423.0,-0.4815474187944287,-0.7654642374232937,-0.9089481720905866,-0.36280135647748063,-0.03858047224411845,-1.5387436452432197
49.2846904,-123.1145505,4.0,34,1,0,2,19,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.879452054794521,0.14107883817427386,0.23236514522821577,0.8131970588235293,94.79411764705883,4.0,13.0,972.0,-0.353672405661643,-0.4142534586071059,0.817662172643096,0.4244354330941449,-0.5478052538288456,0.33123721342557144
49.2800375,-123.1211633,2.5,50,0,1,2,13,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.487671232876712,0.1747378931602596,0.48227658512231647,0.71497,137.5,3.0,215.0,1193.0,-0.23739596779250804,-0.3259954930612039,-1.4649604183080176,-0.7138683685485743,-0.5694940247818473,0.3357374413801418
49.2675858744,-123.2503912804,4.5,12,1,0,1,16,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,9.43013698630137,0.028865979381443297,0.07938144329896907,0.8804500000000001,101.5,4.5,11.0,75.0,-0.3915389269044804,-0.5510722411871842,2.0164982172669936,1.4527700874753642,-0.5466081666101212,-0.9354143466934852
49.256991,-123.127055,3.5,73,0,0,1,19,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,4.852054794520548,0.2924901185770751,0.30434782608695654,0.7000621621621622,103.98648648648648,4.0,11.0,211.0,0.12005445528677905,0.31826907779036945,0.09681199891328139,0.42154465499854216,-0.25907143570704577,-1.6609472502691616
49.282546088,-123.1203246117,3.0,14,1,1,2,14,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.482191780821918,0.04646752015173068,0.08961593172119488,0.6101785714285713,145.35714285714286,3.0,34.0,1232.0,-0.47819183760712236,-0.6728765399133906,-0.7125515589210403,-0.7247811112497998,-0.5717786085841372,0.3328129923691418
49.2681474,-123.159636,3.0,23,0,0,2,14,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,4.487671232876712,0.10256410256410256,0.1581196581196581,0.6240166666666667,131.33333333333334,3.5,12.0,253.0,-0.4911250278552079,-0.5549260247456714,-1.0356257541519944,-0.5168286496397821,-0.31303873366978396,0.09648062312349479
49.2886395,-123.1395795,4.0,27,0,0,3,16,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.104109589041096,0.4689826302729529,1.4937965260545907,0.6993925925925925,139.59259259259258,5.0,2.0,426.0,-0.4104152231694642,0.3689901776543589,0.7215681264054045,1.4428021565180225,-0.5912615267540892,2.168252610111582
49.28104,-123.118369,3.0,77,0,0,2,15,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.498630136986302,0.2859990034877927,0.5336322869955157,0.48677926829268287,142.64634146341464,3.0,91.0,1192.0,-0.08195126692177918,-0.05987970466273857,-0.6989038693463334,-0.7107641485192459,0.5561863885315286,0.33156045329336115
49.2694593,-123.1034617,3.5,66,1,0,2,11,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6767123287671235,0.5210355987055016,0.7551240560949299,0.6946753623188406,140.15942028985506,3.0,8.0,229.0,-0.050773723138646316,0.9006645721209088,-0.11311139346756804,-0.8759768096625222,0.13877571045056467,0.4477564866888554
49.2573368,-123.0937441,5.0,5,0,0,1,15,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0986301369863014,0.08728179551122195,0.034912718204488775,0.8973600000000002,63.6,5.0,26.0,234.0,-0.7198389402836367,-0.749566618277537,2.18346822530985,1.362362403081773,-0.6306547432003707,-1.5467154236093101
49.3284407,-123.1628836,2.0,6,1,1,2,14,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.8328767123287673,0.0374331550802139,0.026737967914438502,-0.12521428571428572,99.0,1.0,4.0,48.0,-0.8236438925561013,-0.8273682966661021,-2.5411182141312114,-3.021469438293216,0.2234683272251401,-0.12097167578182677
49.3137969019,-123.0783443525,4.5,18,1,0,2,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.695890410958904,0.1111111111111111,0.07017543859649122,0.8350894736842104,55.63157894736842,5.0,16.0,139.0,-0.4921987595683557,-0.2907221319718931,1.3756678978985075,1.1619084769050532,-0.2491568368526415,0.3224455289402755
49.2590286,-123.1008305,3.5,64,1,1,2,24,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.868493150684931,0.22547584187408493,0.4236212786725232,0.7646272727272728,107.81818181818181,3.0,30.0,245.0,-0.11878777983245564,-0.18379739425868916,-0.1619191449281399,-0.9773786038357934,-0.16612825038032034,0.512550753095466
49.2678228897,-123.1461258899,3.0,45,0,0,2,16,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.115068493150685,0.12398921832884097,0.1752021563342318,0.5357282608695652,98.65217391304348,4.0,33.0,347.0,-0.2514063612274148,-0.45047070575035375,-0.8572167740210854,0.2840747979033068,-0.3266889728381482,0.1795792950588002
49.2877251,-123.1139605,3.5,27,1,0,3,20,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.52054794520548,0.157556270096463,0.21382636655948553,0.7855107142857143,208.10714285714286,4.0,3.0,773.0,-0.38866985113400476,-0.36634917308741244,0.05931540108159493,0.4286524718033067,-0.33097290159130144,1.7863928562622322
49.2047443,-123.1306627,3.0,39,1,0,2,18,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,11.835616438356164,0.06613131790269249,0.07439773264052904,0.3729700000000001,96.925,3.0,3.0,44.0,-0.10103536073731577,-0.6722878963901908,-0.6652991438591157,-0.8461877142328305,-0.4130255830035403,0.5179697702828122
49.2834303,-123.114214,3.5,10,1,0,2,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3178082191780822,0.1627906976744186,0.09767441860465116,0.7872800000000001,131.5,4.0,20.0,1004.0,-0.499915181151899,-0.37282831144979955,0.05495213713054391,0.41910615014809066,-0.5533280997512714,0.30454052565777645
49.2262294,-123.1012645,4.5,15,0,0,1,14,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.632876712328767,0.1761744966442953,0.4815436241610738,0.9451933333333332,112.4,5.0,1.0,64.0,-0.6540196987894982,0.16755013806610658,1.6828943669746723,1.7203700590828996,-0.7341520608550082,-1.0645812948447542
49.2842310155,-123.1179980031,3.5,46,1,0,2,19,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.093150684931507,0.12619573215599705,0.39661515820456217,0.5410102040816326,116.34693877551021,3.0,65.0,1077.0,-0.27938331261665605,-0.453360055911721,0.07805814526776898,-0.6876187905972965,0.11561198444651136,0.34052525758941393
